rsdsdiff,aero,surface_diffuse_downwelling_shortwave_flux_in_air,Surface Diffuse Downwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,
rsdscsdiff,aero,surface_diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,
reffclwtop,aero,effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top,Cloud-Top Effective Droplet Radius,5&,0&1&2&,time: mean,
cldncl,aero,number_concentration_of_cloud_liquid_water_particles_in_air_at_liquid_water_cloud_top,Cloud Droplet Number Concentration of Cloud Tops,11&,0&1&2&,time: mean,
cldnci,aero,number_concentration_of_ice_crystals_in_air_at_ice_cloud_top,Ice Crystal Number Concentration of Cloud Tops,11&,0&1&2&,time: mean,
cldnvi,aero,atmosphere_number_content_of_cloud_droplets,Column Integrated Cloud Droplet Number,2&,0&1&2&,time: mean,
ec550aer,aero,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,Ambient Aerosol Extinction at 550 nm,24&,0&1&15&2&,time: mean,
concoa,aero,mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air,Concentration of Dry Aerosol Organic Matter,1&11&,0&1&15&2&,time: mean,
concpoa,aero,mass_concentration_of_primary_particulate_organic_matter_dry_aerosol_in_air,Concentration of Dry Aerosol Primary Organic Matter,1&11&,0&1&15&2&,time: mean,
concsoa,aero,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air,Concentration of Dry Aerosol Secondary Organic Matter,1&11&,0&1&15&2&,time: mean,
concbb,aero,mass_concentration_of_biomass_burning_dry_aerosol_in_air,Concentration of Biomass Burning Aerosol,1&11&,0&1&15&2&,time: mean,
concbc,aero,mass_concentration_of_black_carbon_dry_aerosol_in_air,Concentration of Black Carbon Aerosol,1&11&,0&1&15&2&,time: mean,
concaerh2o,aero,mass_concentration_of_water_in_ambient_aerosol_in_air,Concentration of Aerosol Water,1&11&,0&1&15&2&,time: mean,
concso4,aero,mass_concentration_of_sulfate_dry_aerosol_in_air,Concentration of SO4,1&11&,0&1&15&2&,time: mean,
concso2,aero,mole_fraction_of_sulfur_dioxide_in_air,Mole Fraction of SO2,9&,0&1&15&2&,time: mean,
concdms,aero,mole_fraction_of_dimethyl_sulfide_in_air,Mole Fraction of DMS,9&,0&1&15&2&,time: mean,
concno3,aero,mass_concentration_of_nitrate_dry_aerosol_in_air,Concentration of NO3 Aerosol,1&11&,0&1&15&2&,time: mean,
concnh4,aero,mass_concentration_of_ammonium_dry_aerosol_in_air,Concentration of NH4,1&11&,0&1&15&2&,time: mean,
concss,aero,mass_concentration_of_seasalt_dry_aerosol_in_air,Concentration of Seasalt,1&11&,0&1&15&2&,time: mean,
concdust,aero,mass_concentration_of_dust_dry_aerosol_in_air,Concentration of Dust,1&11&,0&1&15&2&,time: mean,
conccn,aero,number_concentration_of_ambient_aerosol_in_air,Aerosol Number Concentration,11&,0&1&15&2&,time: mean,
concnmcn,aero,number_concentration_of_nucleation_mode_ambient_aerosol_in_air,Number Concentration of Nucleation Mode Aerosol,11&,0&1&15&2&,time: mean,
conccmcn,aero,number_concentration_of_coarse_mode_ambient_aerosol_in_air,Number Concentration Coarse Mode Aerosol,11&,0&1&15&2&,time: mean,
reffclws,aero,effective_radius_of_stratiform_cloud_liquid_water_particle,Stratiform Cloud Droplet Effective Radius,5&,0&1&15&2&,time: mean,
reffclwc,aero,effective_radius_of_convective_cloud_liquid_water_particle,Convective Cloud Droplet Effective Radius,5&,0&1&15&2&,time: mean,
cdnc,aero,number_concentration_of_cloud_liquid_water_particles_in_air,Cloud Droplet Number Concentration,11&,0&1&15&2&,time: mean,
snc,LImon,surface_snow_area_fraction,Snow Area Fraction,7&,0&1&2&,time: mean,105
snw,LImon,surface_snow_amount,Surface Snow Amount,1&2&,0&1&2&,time: mean area: mean where land,9.555e+05
snd,LImon,surface_snow_thickness,Snow Depth,5&,0&1&2&,time: mean area: mean where land,962.9
lwsnl,LImon,liquid_water_content_of_snow_layer,Liquid Water Content of Snow Layer,1&2&,0&1&2&,time: mean area: mean where land,
sootsn,LImon,soot_content_of_surface_snow,Snow Soot Content,1&2&,0&1&2&,time: mean area: mean where land,
agesno,LImon,age_of_surface_snow,Snow Age,19&,0&1&2&,time: mean (with samples weighted by snow mass) area: mean where land,
tsn,LImon,temperature_in_surface_snow,Snow Internal Temperature,4&,0&1&2&,time: mean (with samples weighted by snow mass) area: mean where land,
snm,LImon,surface_snow_melt_flux,Surface Snow Melt,1&2&3&,0&1&2&,time: mean area: mean where land,0.0003926
sbl,LImon,surface_snow_and_ice_sublimation_flux,Surface Snow and Ice Sublimation Flux,1&2&3&,0&1&2&,time: mean area: mean where land,0.0009936
hfdsn,LImon,surface_downward_heat_flux_in_snow,Downward Heat Flux into Snow Where Land over Land,6&2&,0&1&2&,time: mean area: mean where land,
tpf,LImon,permafrost_layer_thickness,Permafrost Layer Thickness,5&,0&1&2&,time: mean area: mean where land,
cfadDbze94,cfOff,histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid,CloudSat Radar Reflectivity,9&,0&1&31&37&2&,time: mean,
cfadLidarsr532,cfOff,histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid,CALIPSO Scattering Ratio,9&,0&1&31&38&2&,time: mean,
parasolRefl,cfOff,toa_bidirectional_reflectance,PARASOL Reflectance,9&,0&1&39&2&,time: mean,
cltcalipso,cfOff,cloud_area_fraction,CALIPSO Total Cloud Fraction,7&,0&1&2&,time: mean,
cllcalipso,cfOff,cloud_area_fraction_in_atmosphere_layer,CALIPSO Low Level Cloud Fraction,7&,0&1&2&28&,time: mean,
clmcalipso,cfOff,cloud_area_fraction_in_atmosphere_layer,CALIPSO Mid Level Cloud Fraction,7&,0&1&2&29&,time: mean,
dissic,Oyr,mole_concentration_of_dissolved_inorganic_carbon_in_sea_water,Dissolved Inorganic Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
dissoc,Oyr,mole_concentration_of_dissolved_organic_carbon_in_sea_water,Dissolved Organic Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
phyc,Oyr,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,Phytoplankton Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
zooc,Oyr,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,Zooplankton Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
bacc,Oyr,mole_concentration_of_bacteria_expressed_as_carbon_in_sea_water,Bacterial Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
detoc,Oyr,mole_concentration_of_organic_detritus_expressed_as_carbon_in_sea_water,Detrital Organic Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
calc,Oyr,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water,Calcite Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
arag,Oyr,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,Aragonite Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
phydiat,Oyr,mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water,Mole Concentration of Diatoms expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
phydiaz,Oyr,mole_concentration_of_diazotrophs_expressed_as_carbon_in_sea_water,Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
phycalc,Oyr,mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Calcareous Phytoplankton expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
phypico,Oyr,mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Picophytoplankton expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
phymisc,Oyr,mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Miscellaneous Phytoplankton expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
zmicro,Oyr,mole_concentration_of_microzooplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Microzooplankton expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
zmeso,Oyr,mole_concentration_of_mesozooplankton_expressed_as_carbon_in_sea_water,Mole Concentration of Mesozooplankton expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
zoocmisc,Oyr,mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water,Other Zooplankton Carbon Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
talk,Oyr,sea_water_alkalinity_expressed_as_mole_equivalent,Total Alkalinity,25&11&,0&1&32&2&,time: mean area: mean where sea,
ph,Oyr,sea_water_ph_reported_on_total_scale,pH,9&,0&1&32&2&,time: mean area: mean where sea,
o2,Oyr,mole_concentration_of_molecular_oxygen_in_sea_water,Dissolved Oxygen Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
no3,Oyr,mole_concentration_of_nitrate_in_sea_water,Dissolved Nitrate Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
nh4,Oyr,mole_concentration_of_ammonium_in_sea_water,Dissolved Ammonium Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
po4,Oyr,mole_concentration_of_phosphate_in_sea_water,Dissolved Phosphate Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
dfe,Oyr,mole_concentration_of_dissolved_iron_in_sea_water,Dissolved Iron Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
si,Oyr,mole_concentration_of_silicate_in_sea_water,Dissolved Silicate Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
chl,Oyr,mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water,Total Chlorophyll Mass Concentration,1&11&,0&1&32&2&,time: mean area: mean where sea,
chldiat,Oyr,mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water,Diatom Chlorophyll Mass Concentration,1&11&,0&1&32&2&,time: mean area: mean where sea,
chldiaz,Oyr,mass_concentration_of_diazotrophs_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Diazotrophs expressed as Chlorophyll in Sea Water,1&11&,0&1&32&2&,time: mean area: mean where sea,
chlcalc,Oyr,mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Calcareous Phytoplankton expressed as Chlorophyll in Sea Water,1&11&,0&1&32&2&,time: mean area: mean where sea,
chlpico,Oyr,mass_concentration_of_picophytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Picophytoplankton expressed as Chlorophyll in Sea Water,1&11&,0&1&32&2&,time: mean area: mean where sea,
chlmisc,Oyr,mass_concentration_of_miscellaneous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Other Phytoplankton Chlorophyll Mass Concentration,1&11&,0&1&32&2&,time: mean area: mean where sea,
pon,Oyr,mole_concentration_of_particulate_organic_matter_expressed_as_nitrogen_in_sea_water,Particulate Organic Nitrogen Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
pop,Oyr,mole_concentration_of_particulate_organic_matter_expressed_as_phosphorus_in_sea_water,Particulate Organic Phosphorus Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
bfe,Oyr,mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water,Particulate Biogenic Iron Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
bsi,Oyr,mole_concentration_of_particulate_matter_expressed_as_silicon_in_sea_water,Particulate Biogenic Silica Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
phyn,Oyr,mole_concentration_of_phytoplankton_expressed_as_nitrogen_in_sea_water,Phytoplankton Nitrogen Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
phyp,Oyr,mole_concentration_of_phytoplankton_expressed_as_phosphorus_in_sea_water,Phytoplankton Phosphorus Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
phyfe,Oyr,mole_concentration_of_phytoplankton_expressed_as_iron_in_sea_water,Phytoplankton Iron Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
physi,Oyr,mole_concentration_of_phytoplankton_expressed_as_silicon_in_sea_water,Phytoplankton Silica Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
dms,Oyr,mole_concentration_of_dimethyl_sulfide_in_sea_water,Dimethyl Sulphide Concentration,25&11&,0&1&32&2&,time: mean area: mean where sea,
co3,Oyr,mole_concentration_of_carbonate_expressed_as_carbon_in_sea_water,Mole Concentration of Carbonate expressed as Carbon in Sea Water,25&11&,0&1&32&2&,time: mean area: mean where sea,
co3satcalc,Oyr,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_at_saturation,Mole Concentration of Calcite expressed as Carbon in Sea Water at Saturation,25&11&,0&1&32&2&,time: mean area: mean where sea,
co3satarag,Oyr,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_at_saturation,Mole Concentration of Aragonite expressed as Carbon in Sea Water at Saturation,25&11&,0&1&32&2&,time: mean area: mean where sea,
pp,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,Primary Carbon Production by Phytoplankton,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
pnitrate,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_nitrate_utilization,Primary Carbon Production by Phytoplankton due to Nitrate Uptake Alone,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
pbfe,Oyr,tendency_of_mole_concentration_of_iron_in_sea_water_due_to_biological_production,Biogenic Iron Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
pbsi,Oyr,tendency_of_mole_concentration_of_silicon_in_sea_water_due_to_biological_production,Biogenic Silica Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
pcalc,Oyr,tendency_of_mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_due_to_biological_production,Calcite Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
parag,Oyr,tendency_of_mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_due_to_biological_production,Aragonite Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
expc,Oyr,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,Sinking Particulate Organic Carbon Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
expn,Oyr,sinking_mole_flux_of_particulate_organic_nitrogen_in_sea_water,Sinking Particulate Organic Nitrogen Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
expp,Oyr,sinking_mole_flux_of_particulate_organic_phosphorus_in_sea_water,Sinking Particulate Organic Phosphorus Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
expcfe,Oyr,sinking_mole_flux_of_particulate_iron_in_sea_water,Sinking Particulate Iron Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
expsi,Oyr,sinking_mole_flux_of_particulate_silicon_in_sea_water,Sinking Particulate Silica Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
expcalc,Oyr,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Sinking Calcite Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
exparag,Oyr,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,Sinking Aragonite Flux,25&2&3&,0&1&32&2&,time: mean area: mean where sea,
dcalc,Oyr,tendency_of_mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_due_to_dissolution,Calcite Dissolution,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
darag,Oyr,tendency_of_mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_due_to_dissolution,Aragonite Dissolution,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
pdi,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_diatoms,Diatom Primary Carbon Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
dpocdtdiaz,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_diazotrophs,Tendency of Mole Concentration of Organic Carbon in Sea Water due to Net Primary Production by Diazotrophs,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
dpocdtcalc,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_calcareous_phytoplankton,Tendency of Mole Concentration of Organic Carbon in Sea Water due to Net Primary Production by Calcareous Phytoplankton,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
dpocdtpico,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_picophytoplankton,Tendency of Mole Concentration of Organic Carbon in Sea Water due to Net Primary Production by Picophytoplankton,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
phypmisc,Oyr,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_miscellaneous_phytoplankton,Other Phytoplankton Carbon Production,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtdic,Oyr,tendency_of_mole_concentration_of_dissolved_inorganic_carbon_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Inorganic Carbon due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtdin,Oyr,tendency_of_mole_concentration_of_dissolved_inorganic_nitrogen_in_sea_water_due_to_biological_processes,Rate of Change of Nitrogen Nutrient due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtdip,Oyr,tendency_of_mole_concentration_of_dissolved_inorganic_phosphate_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Phosphate due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtdife,Oyr,tendency_of_mole_concentration_of_dissolved_inorganic_iron_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Inorganic Iron due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtdisi,Oyr,tendency_of_mole_concentration_of_dissolved_inorganic_silicate_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Inorganic Silicate due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
bddtalk,Oyr,tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes,Rate of Change of Alkalinity due to Biological Activity,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
fescav,Oyr,tendency_of_mole_concentration_of_dissolved_iron_in_sea_water_due_to_scavenging_by_inorganic_particles,Nonbiogenic Iron Scavenging,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
fediss,Oyr,tendency_of_mole_concentration_of_dissolved_iron_in_sea_water_due_to_dissolution_from_inorganic_particles,Particle Source of Dissolved Iron,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
graz,Oyr,tendency_of_mole_concentration_of_dissolved_iron_in_sea_water_due_to_grazing_of_phytoplankton,Total Grazing of Phytoplankton by Zooplankton,25&11&3&,0&1&32&2&,time: mean area: mean where sea,
zfull,Oyr,depth_below_geoid,Depth Below Geoid of Ocean Layer,5&,0&1&32&2&,time: mean area: mean where sea,
orog,Amon,surface_altitude,Surface Altitude,5&,0&1&,,1.00E+04
tas,Amon,air_temperature,Near-Surface Air Temperature,4&,0&1&2&34&,time: mean,335.1
ts,Amon,surface_temperature,Surface Temperature,4&,0&1&2&,time: mean,339.6
tasmin,Amon,air_temperature,Daily Minimum Near-Surface Air Temperature,4&,0&1&2&34&,time: minimum within days time: mean over days,323
tasmax,Amon,air_temperature,Daily Maximum Near-Surface Air Temperature,4&,0&1&2&34&,time: maximum within days time: mean over days,341.9
psl,Amon,air_pressure_at_sea_level,Sea Level Pressure,0&,0&1&2&,time: mean,1.137e+05
ps,Amon,surface_air_pressure,Surface Air Pressure,0&,0&1&2&,time: mean,1.119e+05
uas,Amon,eastward_wind,Eastward Near-Surface Wind,5&3&,0&1&2&35&,time: mean,18.68
vas,Amon,northward_wind,Northward Near-Surface Wind,5&3&,0&1&2&35&,time: mean,22.84
sfcWind,Amon,wind_speed,Near-Surface Wind Speed,5&3&,0&1&2&35&,time: mean,
hurs,Amon,relative_humidity,Near-Surface Relative Humidity,7&,0&1&2&34&,time: mean,
huss,Amon,specific_humidity,Near-Surface Specific Humidity,9&,0&1&2&34&,time: mean,0.02992
pr,Amon,precipitation_flux,Precipitation,1&2&3&,0&1&2&,time: mean,0.001254
prsn,Amon,snowfall_flux,Snowfall Flux,1&2&3&,0&1&2&,time: mean,0.0002987
prc,Amon,convective_precipitation_flux,Convective Precipitation,1&2&3&,0&1&2&,time: mean,0.0006323
evspsbl,Amon,water_evaporation_flux,Evaporation,1&2&3&,0&1&2&,time: mean,
sbl,Amon,surface_snow_and_ice_sublimation_flux,Surface Snow and Ice Sublimation Flux,1&2&3&,0&1&2&,time: mean,0.0009936
tauu,Amon,surface_downward_eastward_stress,Surface Downward Eastward Wind Stress,0&,0&1&2&,time: mean,2.934
tauv,Amon,surface_downward_northward_stress,Surface Downward Northward Wind Stress,0&,0&1&2&,time: mean,2.527
hfls,Amon,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,6&2&,0&1&2&,time: mean,790.7
hfss,Amon,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,6&2&,0&1&2&,time: mean,844.8
rlds,Amon,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,6&2&,0&1&2&,time: mean,520.5
rlus,Amon,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,6&2&,0&1&2&,time: mean,658
rsds,Amon,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,524.4
rsus,Amon,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,6&2&,0&1&2&,time: mean,422.2
rsdscs,Amon,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,522.4
rsuscs,Amon,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,462.2
rldscs,Amon,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,6&2&,0&1&2&,time: mean,543.6
rsdt,Amon,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,6&2&,0&1&2&,time: mean,580.4
rsut,Amon,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,6&2&,0&1&2&,time: mean,421.9
rlut,Amon,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,6&2&,0&1&2&,time: mean,383.2
rlutcs,Amon,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,6&2&,0&1&2&,time: mean,377.5
rsutcs,Amon,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,6&2&,0&1&2&,time: mean,444
prw,Amon,atmosphere_water_vapor_content,Water Vapor Path,1&2&,0&1&2&,time: mean,78.04
clt,Amon,cloud_area_fraction,Total Cloud Fraction,7&,0&1&2&,time: mean,105
clwvi,Amon,atmosphere_cloud_condensed_water_content,Condensed Water Path,1&2&,0&1&2&,time: mean,3.364
clivi,Amon,atmosphere_cloud_ice_content,Ice Water Path,1&2&,0&1&2&,time: mean,1.535
rtmt,Amon,net_downward_radiative_flux_at_top_of_atmosphere_model,Net Downward Flux at Top of Model,6&2&,0&1&2&,time: mean,218.7
ccb,Amon,air_pressure_at_convective_cloud_base,Air Pressure at Convective Cloud Base,0&,0&1&2&,time: mean,
cct,Amon,air_pressure_at_convective_cloud_top,Air Pressure at Convective Cloud Top,0&,0&1&2&,time: mean,
ci,Amon,convection_time_fraction,Fraction of Time Convection Occurs,9&,0&1&2&,time: mean,
sci,Amon,shallow_convection_time_fraction,Fraction of Time Shallow Convection Occurs,9&,0&1&2&,time: mean,
fco2antt,Amon,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_emission,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2,1&2&3&,0&1&2&,time: mean,
fco2fos,Amon,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fossil_fuel_combustion,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2,1&2&3&,0&1&2&,time: mean,
fco2nat,Amon,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_natural_sources,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources,1&2&3&,0&1&2&,time: mean,
cl,Amon,cloud_area_fraction_in_atmosphere_layer,Cloud Area Fraction,7&,0&1&15&2&,time: mean,105
clw,Amon,mass_fraction_of_cloud_liquid_water_in_air,Mass Fraction of Cloud Liquid Water,9&,0&1&15&2&,time: mean,
cli,Amon,mass_fraction_of_cloud_ice_in_air,Mass Fraction of Cloud Ice,9&,0&1&15&2&,time: mean,
mc,Amon,atmosphere_net_upward_convective_mass_flux,Convective Mass Flux,1&2&3&,0&1&26&2&,time: mean,
ta,Amon,air_temperature,Air Temperature,4&,0&1&42&2&,time: mean,336.3
ua,Amon,eastward_wind,Eastward Wind,5&3&,0&1&42&2&,time: mean,136.6
va,Amon,northward_wind,Northward Wind,5&3&,0&1&42&2&,time: mean,69.93
hus,Amon,specific_humidity,Specific Humidity,9&,0&1&42&2&,time: mean,0.02841
hur,Amon,relative_humidity,Relative Humidity,7&,0&1&42&2&,time: mean,135.7
wap,Amon,lagrangian_tendency_of_air_pressure,omega (=dp/dt),0&3&,0&1&42&2&,time: mean,2.319
zg,Amon,geopotential_height,Geopotential Height,5&,0&1&42&2&,time: mean,3.437e+04
tro3,Amon,mole_fraction_of_ozone_in_air,Mole Fraction of O3,10&,0&1&42&2&,time: mean,1.162e+04
tro3Clim,Amon,mole_fraction_of_ozone_in_air,Mole Fraction of O3,10&,0&1&42&33&,time: mean within years time: mean over years,
co2,Amon,mole_fraction_of_carbon_dioxide_in_air,Mole Fraction of CO2,12&,0&1&42&2&,time: mean,
co2Clim,Amon,mole_fraction_of_carbon_dioxide_in_air,Mole Fraction of CO2,12&,0&1&42&33&,time: mean within years time: mean over years,
co2mass,Amon,atmosphere_mass_of_carbon_dioxide,Total Atmospheric Mass of CO2,1&,2&,time: mean,
co2massClim,Amon,atmosphere_mass_of_carbon_dioxide,Total Atmospheric Mass of CO2,1&,33&,time: mean within years time: mean over years,
ch4,Amon,mole_fraction_of_methane_in_air,Mole Fraction of CH4,10&,0&1&42&2&,time: mean,
ch4Clim,Amon,mole_fraction_of_methane_in_air,Mole Fraction of CH4,10&,0&1&42&33&,time: mean within years time: mean over years,
ch4global,Amon,mole_fraction_of_methane_in_air,Global Mean Mole Fraction of CH4,10&,2&,time: mean,
ch4globalClim,Amon,mole_fraction_of_methane_in_air,Global Mean Mole Fraction of CH4,10&,33&,time: mean within years time: mean over years,
n2o,Amon,mole_fraction_of_nitrous_oxide_in_air,Mole Fraction of N2O,10&,0&1&42&2&,time: mean,
n2oClim,Amon,mole_fraction_of_nitrous_oxide_in_air,Mole Fraction of N2O,10&,0&1&42&33&,time: mean within years time: mean over years,
n2oglobal,Amon,mole_fraction_of_nitrous_oxide_in_air,Global Mean Mole Fraction of N2O,10&,2&,time: mean,
